iter	MultiClass
675	0.2801632119
676	0.2799955418
677	0.2797804987
678	0.2793048182
679	0.2787742031
680	0.2783909341
681	0.2776669951
682	0.277047918
683	0.2765111681
684	0.2762022453
685	0.275451231
686	0.2751611938
687	0.2747281552
688	0.2744894284
689	0.273745242
690	0.2735685832
691	0.2733322148
692	0.2729089107
693	0.2725319625
694	0.2718967199
695	0.2715974223
696	0.2712954618
697	0.2709186933
698	0.2703111681
699	0.2700570916
700	0.2695030448
701	0.2688231054
702	0.2685410674
703	0.2680751427
704	0.2678860405
705	0.2672975406
706	0.2668750419
707	0.266477828
708	0.2661403316
709	0.2657128431
710	0.2655357832
711	0.264787731
712	0.2644012693
713	0.2642220243
714	0.2638912047
715	0.2631858398
716	0.2626713392
717	0.2625163364
718	0.2621993527
719	0.26169604
720	0.2612617306
721	0.2608110175
722	0.2605805479
723	0.260220762
724	0.259689032
725	0.2588196617
726	0.2585505936
727	0.2582425482
728	0.2579305376
729	0.2577722132
730	0.2573653323
731	0.2571831633
732	0.2566142946
733	0.2562811759
734	0.2561679407
735	0.2557155641
736	0.2551621291
737	0.2550534273
738	0.2546428775
739	0.2542826692
740	0.2539667168
741	0.2534379629
742	0.2532193622
743	0.2528915868
744	0.2525302409
745	0.2522724729
746	0.2518565294
747	0.2513021447
748	0.2509634896
749	0.250848138
750	0.2503731716
751	0.2500411704
752	0.2497126853
753	0.2494726615
754	0.2490342593
755	0.248377906
756	0.2478666744
757	0.2476361265
758	0.2470739607
759	0.2465898393
760	0.2463119369
761	0.2460920074
762	0.2457143972
763	0.2454845458
764	0.245165493
765	0.2447081267
766	0.2443646232
767	0.2440643449
768	0.243470064
769	0.2432480788
770	0.2429568735
771	0.2425296444
772	0.242117378
773	0.2417447583
774	0.2413593746
775	0.2409539969
776	0.2405471061
777	0.2400953048
778	0.239826192
779	0.2396558682
780	0.239422955
781	0.2391071299
782	0.2388042823
783	0.2386282271
784	0.2381069374
785	0.2377690376
786	0.2375217005
787	0.2370526663
788	0.2368823404
789	0.2361694866
790	0.235644173
791	0.2351341983
792	0.2347408542
793	0.2342989838
794	0.2338333187
795	0.2334543079
796	0.2332018789
797	0.2327841592
798	0.2323444743
799	0.2319859985
800	0.231645453
801	0.2312450415
802	0.2310404899
803	0.2308621436
804	0.2301954105
805	0.2299773962
806	0.2297789
807	0.2289386611
808	0.2285719619
809	0.2281404034
810	0.2279302378
811	0.2274297694
812	0.2271174833
813	0.226685557
814	0.2263843693
815	0.2261175087
816	0.2256727447
817	0.225411571
818	0.2251960534
819	0.2249041494
820	0.2244337048
821	0.224148755
822	0.2239299692
823	0.2238613811
824	0.2236036564
825	0.2233462706
826	0.2231968286
827	0.2229788954
828	0.22288148
829	0.2226075684
830	0.2223371395
831	0.2221246333
832	0.2218653431
833	0.2217113632
834	0.2214665231
835	0.2209899826
836	0.2207644575
837	0.220553561
838	0.2202373568
839	0.2200012426
840	0.2198657763
841	0.2195862036
842	0.2194832067
843	0.2191825303
844	0.2190963364
845	0.2187724839
846	0.2184313558
847	0.2181435825
848	0.2177466943
849	0.2172867194
850	0.2171394426
851	0.216660038
852	0.2164644282
853	0.216109109
854	0.2157736586
855	0.215460962
856	0.2149970056
857	0.2146807637
858	0.2145636291
859	0.2143716918
860	0.2140544884
861	0.2136898155
862	0.2134801929
863	0.2131253409
864	0.2126599228
865	0.2123235712
866	0.2118728065
867	0.2117200755
868	0.2113629645
869	0.2110953888
870	0.2108990412
871	0.2107027377
872	0.2103846672
873	0.2101103739
874	0.2098157295
875	0.2096134152
876	0.2093411983
877	0.2091227894
878	0.208678155
879	0.20836193
880	0.2079829995
881	0.2075752344
882	0.2071908495
883	0.2067313866
884	0.2063025732
885	0.2060917824
886	0.2057432829
887	0.2055008391
888	0.2051090002
889	0.2049567593
890	0.2048452219
891	0.2046575315
892	0.204268424
893	0.2041460412
894	0.2038123366
895	0.2035108092
896	0.2032591276
897	0.2031746185
898	0.2029619419
899	0.202668581
900	0.2023142507
901	0.2019403817
902	0.2017463151
903	0.2013806566
904	0.2010527887
905	0.2007421313
906	0.2003566666
907	0.2001660738
908	0.1999032668
909	0.1995310483
910	0.1991291685
911	0.1989939156
912	0.198790672
913	0.1984519404
914	0.1982650184
915	0.1976909767
916	0.1973216727
917	0.1972077407
918	0.1969316004
919	0.1967180656
920	0.1964905933
921	0.1962344575
922	0.1961494647
923	0.1960575614
924	0.1958798778
925	0.1956743116
926	0.1952697946
927	0.1949779826
928	0.1946722108
929	0.1944246184
930	0.1940323227
931	0.1938457453
932	0.1935377548
933	0.193416306
934	0.1931717866
935	0.192973647
936	0.1928226839
937	0.1926240468
938	0.1923637587
939	0.1922589895
940	0.1919888597
941	0.1917358052
942	0.1915068695
943	0.1910704991
944	0.1907818417
945	0.1905159546
946	0.190401092
947	0.1902866848
948	0.1900054354
949	0.1898547957
950	0.189542347
951	0.1891918125
952	0.189033839
953	0.1888996295
954	0.1887053873
955	0.1885099135
956	0.1883108293
957	0.187893902
958	0.1874388328
959	0.187073313
960	0.1867464954
961	0.1866432199
962	0.1863809613
963	0.1862185084
964	0.1857827416
965	0.1854950414
966	0.1853061727
967	0.18514548
968	0.185004089
969	0.184765275
970	0.1845445449
971	0.1842574731
972	0.1840374009
973	0.1837845415
974	0.1834750066
975	0.1831934447
976	0.1829737638
977	0.1826605265
978	0.1823610308
979	0.1822842483
980	0.1821088187
981	0.1816322393
982	0.1812855847
983	0.1810828681
984	0.1809236942
985	0.1806341241
986	0.1804241415
987	0.1800734619
988	0.1797862906
989	0.1795410911
990	0.1792848887
991	0.1789197582
992	0.178611599
993	0.1782895528
994	0.1779970351
995	0.1777294975
996	0.1776034026
997	0.1771028319
998	0.1769571474
999	0.1767129578
